x_value,theta,r 
15,261.03125,402.75
15,262.4375,401.75
15,264.015625,403.5
15,265.09375,412.5
15,267.953125,1556.5
15,269.296875,1555.0
15,270.640625,1548.5
15,272.046875,1547.5
15,273.4375,1546.75
15,274.796875,1546.75
15,275.984375,1546.75
15,277.359375,1546.5
15,278.734375,1552.25
15,280.078125,1555.25
15,281.46875,1564.0
15,282.828125,1569.75
15,284.140625,1571.5
15,285.46875,1582.0
15,286.875,1587.5
15,292.609375,564.25
11,295.09375,626.25
15,296.1875,666.75
15,297.609375,662.0
15,301.546875,694.75
15,304.890625,1156.0
15,306.25,1115.75
15,307.75,1073.75
15,309.078125,1041.25
13,313.828125,741.5
14,315.03125,734.75
7,316.40625,731.75
15,319.796875,357.75
15,319.09375,781.5
15,321.6875,820.25
15,323.15625,803.75
15,324.484375,790.0
13,325.96875,759.25
15,327.359375,761.5
15,328.828125,748.25
15,331.796875,656.25
7,333.375,584.75
9,334.890625,540.75
15,336.15625,561.5
15,337.484375,557.25
15,338.90625,544.0
15,340.609375,528.25
15,341.90625,535.0
15,345.65625,566.25
15,346.875,606.5
15,348.046875,646.25
15,349.5,626.5
15,356.140625,272.25
15,356.34375,613.75
15,359.03125,624.5
15,0.375,624.5
15,1.6875,635.25
15,4.4375,622.5
15,5.828125,624.5
15,9.9375,629.0
15,11.234375,631.0
15,13.375,475.25
15,15.109375,420.0
15,16.421875,418.25
15,17.859375,416.75
15,19.46875,415.0
15,20.578125,416.5
15,22.234375,414.25
15,23.328125,414.75
15,24.78125,414.5
15,26.140625,413.75
15,27.453125,414.75
15,28.9375,416.25
15,30.09375,416.5
15,31.6875,418.0
15,32.90625,425.25
15,40.453125,160.5
15,41.8125,155.5
15,43.203125,151.5
15,44.578125,148.75
15,45.9375,145.5
15,47.296875,142.5
15,48.65625,140.25
15,51.234375,139.25
15,51.390625,137.75
15,52.75,136.5
15,56.015625,135.0
15,55.46875,133.5
9,56.828125,131.5
12,164.5625,131.5
15,168.015625,133.5
15,167.296875,135.75
15,170.46875,137.25
15,170.03125,138.0
15,172.75,139.0
15,172.765625,139.0
15,174.140625,139.25
15,175.5,139.75
15,176.859375,140.0
15,178.21875,140.75
15,179.59375,141.75
15,180.953125,143.0
15,182.328125,145.0
15,183.6875,147.25
15,185.0625,149.75
15,186.359375,152.75
15,200.375,239.25
15,203.546875,239.5
15,203.328125,229.75
15,206.265625,220.0
15,207.625,219.0
15,208.984375,221.5
15,210.4375,219.25
15,210.625,216.75
15,212.03125,214.0
15,214.53125,211.25
15,215.28125,209.5
15,217.265625,206.75
15,218.625,204.75
15,220.0,202.75
15,221.359375,201.5
15,222.734375,200.0
15,223.3125,199.5
15,225.46875,198.5
15,226.828125,198.0
15,227.78125,197.75
15,229.5625,197.5
15,230.921875,197.75
15,232.296875,198.25
15,233.65625,199.0
15,235.03125,200.25
15,236.390625,201.5
15,237.75,203.0
15,238.15625,205.25
15,240.484375,207.5
15,241.84375,211.0
15,242.421875,214.75
15,251.625,311.25
15,252.46875,321.25
15,253.828125,333.5
15,259.328125,414.75
15,261.046875,404.75
15,262.171875,403.0
15,263.640625,405.0
15,265.03125,412.25
15,267.859375,1553.5
15,269.171875,1551.0
15,270.609375,1549.0
15,271.921875,1548.5
15,273.34375,1546.75
15,274.6875,1547.25
15,275.875,1548.0
15,277.234375,1547.5
15,278.59375,1552.25
15,279.90625,1558.25
15,281.296875,1564.75
15,282.671875,1566.5
15,283.984375,1568.5
15,285.359375,1577.0
15,286.71875,1584.25
15,292.484375,567.25
15,297.515625,662.75
15,301.453125,693.5
15,304.765625,1163.25
15,306.171875,1121.25
15,307.578125,1076.5
15,308.96875,1044.5
14,313.671875,743.0
14,314.96875,737.75
7,316.4375,737.75
15,320.203125,356.5
15,318.90625,776.5
15,321.53125,823.25
15,322.984375,807.25
15,324.4375,790.25
15,325.890625,763.5
15,327.1875,763.25
15,328.640625,749.25
15,331.578125,655.25
9,334.703125,547.75
15,336.21875,560.25
15,337.46875,550.75
15,338.859375,543.75
15,340.125,546.5
15,341.78125,533.5
15,345.6875,564.5
15,346.71875,604.0
15,347.96875,644.0
15,349.5,625.75
15,355.28125,270.75
15,356.140625,615.25
15,358.890625,624.5
15,0.421875,624.5
13,1.6875,632.5
15,3.890625,482.5
15,4.484375,622.0
15,5.703125,624.75
15,9.71875,628.75
15,11.15625,630.5
15,13.390625,472.75
15,14.984375,421.0
15,16.640625,418.25
15,17.8125,417.25
15,19.203125,416.25
15,20.59375,416.25
15,22.0,415.0
15,23.171875,415.0
15,24.875,413.5
15,25.953125,414.5
15,27.4375,414.75
15,28.75,416.75
15,30.3125,416.75
15,31.359375,417.25
15,32.65625,421.75
12,37.046875,253.5
15,41.65625,156.25
15,43.296875,152.0
15,44.40625,149.0
15,45.765625,146.0
15,47.125,142.75
15,48.484375,140.5
15,49.84375,139.25
15,51.21875,138.0
15,53.96875,136.75
15,55.765625,135.25
15,55.28125,133.5
10,56.65625,131.75
10,165.640625,131.25
15,166.578125,133.0
15,166.90625,135.0
15,169.0625,136.75
15,169.625,137.75
15,171.0,138.75
15,172.359375,139.0
15,173.71875,139.25
15,175.09375,139.5
15,176.453125,140.0
15,177.8125,140.5
15,179.171875,141.25
15,180.53125,142.5
15,182.9375,144.25
15,183.265625,146.5
15,184.625,149.0
15,185.984375,152.0
15,187.265625,154.5
15,188.625,157.25
15,189.984375,159.25
15,200.546875,237.0
15,203.046875,238.75
15,202.5625,237.25
15,205.765625,223.0
15,206.203125,219.0
15,208.46875,220.75
15,209.9375,221.5
15,210.03125,217.25
15,212.671875,215.25
15,212.8125,213.25
15,215.390625,211.0
15,216.765625,208.75
15,218.125,206.25
15,219.0625,204.25
15,220.015625,202.5
15,222.203125,201.25
15,223.578125,200.25
15,224.9375,199.25
15,226.0625,198.5
15,227.65625,198.0
15,228.34375,197.75
15,229.984375,198.0
15,231.765625,198.25
15,233.0,198.75
15,234.4375,199.75
15,235.796875,200.75
15,237.15625,202.0
15,238.515625,204.0
15,239.890625,206.25
15,240.625,209.0
15,242.609375,212.5
15,243.96875,216.25
15,250.953125,305.5
15,252.21875,316.25
15,252.71875,327.75
15,258.703125,424.25
15,260.359375,409.5
15,261.78125,403.5
15,263.03125,404.0
15,264.59375,409.25
15,265.578125,423.25
15,269.890625,1548.75
15,271.28125,1548.0
15,272.6875,1546.75
15,273.984375,1546.75
15,275.25,1547.0
15,276.609375,1547.25
15,277.9375,1547.5
15,279.3125,1551.5
15,280.609375,1553.25
15,281.953125,1566.25
15,283.359375,1570.0
15,284.65625,1575.25
15,286.0625,1591.75
15,287.375,1594.25
12,292.984375,623.0
9,295.484375,631.5
15,296.828125,669.25
15,298.265625,661.25
15,299.6875,606.25
9,300.40625,880.25
15,302.1875,705.5
15,302.59375,1248.0
15,304.03125,1187.0
15,305.46875,1140.25
15,306.8125,1101.25
15,308.265625,1060.25
15,309.6875,1029.25
9,311.5625,749.75
12,312.875,744.0
13,314.21875,744.0
13,315.703125,739.5
9,316.96875,733.75
15,319.59375,810.75
15,325.21875,277.0
15,322.15625,815.0
15,323.609375,799.5
15,325.140625,784.25
15,326.34375,784.0
15,327.875,757.5
15,329.21875,744.5
15,330.875,651.25
6,332.1875,658.75
8,335.296875,553.0
15,336.578125,557.0
15,338.0625,552.0
15,339.515625,546.0
15,340.71875,582.25
10,342.234375,529.5
13,348.640625,216.75
15,344.9375,544.5
15,346.09375,581.75
8,347.40625,623.5
12,350.5,349.0
15,353.84375,330.5
9,354.03125,629.75
15,355.390625,640.75
15,356.84375,639.75
15,358.171875,621.5
15,359.5625,624.75
15,0.96875,622.25
15,2.3125,623.25
15,3.96875,581.0
15,5.09375,619.25
13,6.5625,585.5
15,10.546875,628.75
15,11.8125,633.0
15,14.203125,420.25
15,15.8125,419.25
15,17.0625,417.75
15,18.5625,416.25
15,19.9375,417.0
15,21.09375,416.0
15,22.390625,414.5
15,23.828125,413.5
15,25.1875,415.0
15,26.53125,414.25
15,27.890625,415.25
15,29.40625,416.75
15,30.71875,416.75
15,31.953125,419.0
15,37.359375,251.0
11,39.046875,219.25
15,40.9375,160.25
15,42.328125,153.75
15,43.6875,150.25
15,46.109375,147.5
15,46.40625,144.25
15,48.765625,141.75
15,49.125,140.0
15,50.484375,138.75
15,51.84375,137.25
15,53.203125,136.0
15,56.3125,134.75
14,55.921875,133.0
15,164.875,132.0
15,168.21875,134.0
15,167.609375,136.0
15,170.46875,137.5
15,170.09375,138.25
15,171.703125,139.0
15,173.078125,139.25
15,174.421875,139.5
15,175.796875,139.75
15,177.28125,140.25
15,178.515625,141.0
15,179.875,142.0
15,181.25,143.25
15,182.609375,145.25
15,183.96875,147.75
15,185.8125,150.5
15,186.734375,153.5
15,201.140625,240.0
15,203.75,240.5
15,205.109375,226.75
15,206.46875,220.0
15,207.40625,220.0
15,208.671875,223.25
15,210.6875,220.25
15,212.046875,217.5
15,213.40625,215.0
15,214.765625,212.5
15,216.140625,210.75
15,217.5,208.5
15,218.875,206.0
15,220.234375,203.75
15,221.609375,202.5
15,222.96875,201.25
15,224.34375,200.0
15,225.703125,199.25
15,227.0625,198.5
15,228.4375,198.0
15,230.046875,198.0
15,231.15625,198.0
15,232.515625,198.5
15,233.828125,199.25
15,235.1875,200.25
15,236.546875,201.25
15,237.90625,202.75
15,239.515625,205.0
15,239.796875,207.25
15,242.0,210.25
15,243.359375,213.75
15,244.96875,218.25
15,251.109375,310.75
15,252.546875,321.0
15,253.40625,333.75
15,259.5625,416.5
15,260.875,407.0
15,262.390625,404.75
15,263.984375,408.0
15,265.21875,415.25
15,267.96875,1554.75
15,269.296875,1551.25
15,270.734375,1549.0
15,272.09375,1546.75
15,273.46875,1547.0
15,274.796875,1547.5
15,276.0,1547.0
15,277.34375,1547.25
15,278.703125,1551.5
15,279.984375,1553.5
15,281.40625,1563.5
15,282.6875,1569.0
15,284.078125,1570.25
15,285.40625,1581.5
15,286.8125,1586.0
15,292.640625,562.75
10,294.9375,628.25
15,296.25,664.5
15,297.53125,662.25
15,301.578125,695.0
15,304.875,1157.25
15,306.21875,1114.5
15,307.71875,1074.0
15,309.03125,1042.0
13,313.796875,740.75
15,315.125,734.25
8,316.515625,730.5
15,320.0625,357.5
15,319.078125,780.75
15,321.703125,820.75
15,323.046875,805.0
15,324.578125,790.5
15,326.03125,761.5
15,327.25,762.5
15,328.65625,749.0
15,331.625,656.0
9,334.78125,542.5
15,336.15625,560.5
15,337.46875,556.0
15,338.90625,544.75
15,340.515625,529.25
15,341.8125,533.75
15,345.609375,567.0
15,346.765625,607.5
15,347.984375,646.5
15,349.59375,626.5
14,355.703125,272.25
15,356.46875,613.5
15,359.15625,624.5
15,0.515625,624.25
15,1.703125,635.5
15,4.484375,623.5
15,6.015625,624.75
15,10.046875,628.5
15,11.265625,631.0
15,13.34375,476.5
15,15.171875,420.25
15,16.640625,418.75
15,18.078125,416.5
15,19.3125,414.75
15,20.765625,416.5
15,22.171875,414.5
15,23.390625,415.25
15,25.0,413.75
15,26.34375,414.25
15,27.375,414.25
15,28.9375,415.75
15,30.453125,416.5
15,31.5625,417.75
15,35.59375,251.75
12,40.453125,161.5
15,41.828125,155.75
15,43.265625,151.25
15,45.5,148.5
15,46.0,145.5
15,47.359375,142.5
15,48.734375,140.25
15,50.09375,139.0
15,51.46875,137.75
15,52.828125,136.25
15,54.1875,134.75
15,55.546875,133.25
9,58.640625,131.5
13,164.59375,131.5
15,165.953125,133.25
15,167.328125,135.75
15,169.984375,137.25
15,170.75,138.25
15,172.953125,139.0
15,172.78125,139.25
15,175.75,139.5
15,175.515625,139.75
15,176.875,140.0
15,178.234375,140.75
15,179.59375,141.75
15,180.96875,143.0
15,182.328125,145.0
15,183.6875,147.5
15,185.046875,149.75
15,186.375,152.75
15,190.4375,160.25
15,201.21875,239.5
15,203.03125,239.5
15,203.390625,229.75
15,205.1875,220.75
15,206.828125,219.75
15,208.984375,223.0
15,209.40625,221.5
15,210.390625,218.75
15,212.640625,216.25
15,214.5,214.0
15,215.171875,212.25
15,217.21875,209.5
15,218.59375,207.25
15,219.953125,205.25
15,221.328125,203.25
15,222.6875,201.75
15,224.046875,201.0
15,224.90625,200.0
15,226.765625,199.25
15,228.140625,198.5
15,229.5,198.25
15,230.859375,198.25
15,231.4375,198.75
15,233.03125,199.25
15,234.890625,200.0
15,236.25,201.0
15,237.609375,202.5
15,238.984375,204.0
15,239.296875,206.75
15,240.90625,209.5
15,243.0625,212.5
15,244.421875,216.25
15,245.65625,221.25
15,246.578125,227.5
15,250.828125,307.25
15,252.359375,318.5
15,253.5,330.0
15,259.484375,419.75
15,260.78125,410.0
15,261.96875,405.75
15,263.34375,407.5
15,264.640625,414.5
15,270.421875,1549.0
15,271.75,1546.5
15,273.125,1546.25
15,274.53125,1546.75
15,275.625,1546.75
15,277.0,1548.0
15,278.390625,1547.0
15,279.71875,1556.75
15,281.03125,1558.25
15,282.375,1566.0
15,283.71875,1572.0
15,285.109375,1574.0
15,286.484375,1586.75
8,287.75,1633.5
15,293.21875,659.25
8,296.8125,447.75
15,297.234375,663.0
15,298.515625,653.75
15,301.390625,690.25
15,304.484375,1170.0
15,305.984375,1125.5
15,307.34375,1086.75
15,308.75,1050.25
15,313.359375,743.5
13,314.75,737.75
9,316.125,733.0
15,319.78125,354.0
15,322.71875,808.75
15,324.265625,793.75
15,325.671875,770.75
15,326.96875,766.75
15,328.28125,753.25
15,329.703125,748.5
15,331.265625,655.5
14,335.8125,560.25
15,337.109375,561.25
15,338.640625,545.5
15,340.0625,545.75
15,341.296875,540.0
11,342.59375,543.25
15,345.40625,558.5
15,346.4375,597.75
15,347.875,637.25
15,349.296875,624.5
15,355.28125,268.25
15,356.1875,619.5
15,357.359375,631.25
15,358.78125,624.75
15,0.28125,624.0
15,4.25,624.0
15,5.625,624.25
15,9.828125,627.0
15,11.140625,629.5
15,13.359375,472.0
15,14.84375,420.25
15,16.234375,417.25
15,17.78125,416.0
15,19.109375,416.25
15,20.65625,415.5
15,21.765625,414.75
15,23.265625,415.25
15,24.640625,414.5
15,25.84375,415.0
15,27.5,415.5
15,28.796875,415.75
15,30.21875,415.75
15,31.5,417.25
15,32.875,423.5
13,36.1875,252.5
11,39.671875,223.25
15,41.546875,157.0
15,43.265625,152.25
15,44.375,149.25
15,45.75,146.0
15,47.109375,143.0
15,48.484375,140.5
15,49.84375,139.25
15,51.21875,138.0
15,52.578125,136.5
15,55.609375,135.25
15,55.3125,133.75
9,56.65625,131.5
12,165.59375,131.5
15,166.40625,133.25
15,168.625,135.5
15,168.515625,137.0
15,169.890625,138.0
15,172.03125,139.0
15,172.609375,139.0
15,173.96875,139.5
15,175.078125,139.75
15,176.6875,140.0
15,178.0625,140.75
15,179.421875,141.75
15,180.78125,143.0
15,183.0625,145.0
15,184.53125,147.5
15,184.875,150.0
15,186.28125,152.75
15,187.640625,155.0
15,189.0,158.25
15,190.375,160.25
15,202.15625,238.75
15,203.1875,239.5
15,203.375,230.25
15,206.234375,221.25
15,207.609375,219.75
15,207.796875,223.25
15,208.984375,222.0
15,211.0625,218.75
15,213.0625,216.5
15,213.734375,214.5
15,215.65625,212.75
15,216.1875,210.0
15,217.828125,207.75
15,219.875,205.5
15,220.90625,203.5
15,222.609375,202.0
15,223.96875,201.0
15,225.328125,200.0
15,225.90625,199.5
15,228.0625,198.5
15,229.6875,198.25
15,230.109375,198.5
15,232.15625,198.5
15,233.515625,199.25
15,234.84375,199.75
15,236.21875,200.75
15,237.578125,202.5
15,238.9375,203.75
15,240.296875,206.25
15,241.671875,209.0
15,241.78125,212.0
15,243.046875,216.0
15,245.75,220.75
15,247.109375,226.25
15,251.3125,305.5
15,252.421875,316.5
15,253.15625,328.75
15,259.171875,423.5
15,260.6875,410.5
15,262.140625,405.25
15,263.265625,406.75
15,264.9375,412.0
15,270.296875,1550.0
15,271.671875,1545.75
15,273.0625,1547.0
15,274.375,1546.5
15,275.59375,1546.75
15,276.984375,1547.5
15,278.328125,1548.0
15,279.703125,1556.5
15,281.015625,1558.0
15,282.390625,1565.25
15,283.78125,1572.25
15,285.078125,1574.5
15,286.46875,1587.25
15,287.78125,1621.75
15,293.140625,659.5
8,297.140625,447.0
15,297.15625,663.0
15,298.671875,653.5
15,301.328125,690.75
15,304.5,1174.25
15,306.015625,1125.0
15,307.390625,1086.25
15,308.71875,1050.25
15,313.375,743.25
13,314.734375,737.75
9,316.1875,730.5
15,320.046875,354.0
15,322.84375,809.0
15,324.203125,793.25
15,325.65625,770.5
15,326.90625,766.5
15,328.375,753.5
15,329.8125,747.25
15,331.359375,654.0
15,335.765625,560.5
15,337.140625,561.25
15,338.609375,545.5
15,340.015625,545.75
15,341.3125,540.0
12,342.578125,547.0
15,345.375,558.25
15,346.5625,597.5
15,347.734375,637.25
15,349.34375,624.5
15,355.453125,268.25
15,356.109375,619.25
15,357.484375,631.5
15,358.828125,624.75
15,0.28125,624.25
15,2.828125,629.5
15,4.21875,624.5
15,5.75,623.25
15,9.828125,626.5
15,10.96875,631.5
15,13.1875,471.75
15,15.03125,420.0
15,16.53125,417.25
15,17.546875,416.5
15,19.21875,416.5
15,20.296875,416.0
15,21.796875,414.75
15,23.0,415.75
15,24.75,414.25
15,25.953125,414.75
15,27.375,415.25
15,28.671875,416.25
15,29.90625,416.25
15,31.390625,417.25
15,32.6875,421.25
13,36.703125,253.25
11,39.640625,222.25
15,41.53125,157.5
15,43.03125,152.5
15,44.40625,149.75
15,45.78125,146.5
15,48.0625,143.5
15,48.515625,140.75
15,49.875,139.5
15,51.25,138.25
15,52.625,136.75
15,53.984375,135.5
15,55.34375,134.0
11,56.71875,131.75
13,165.5,131.75
15,165.84375,133.25
15,167.203125,135.75
15,169.78125,137.25
15,171.28125,138.25
15,171.296875,138.75
15,172.65625,139.25
15,174.03125,139.5
15,175.375,139.75
15,177.953125,140.25
15,178.109375,140.75
15,180.734375,142.0
15,180.828125,143.25
15,182.1875,145.0
15,183.546875,147.75
15,184.90625,150.25
15,186.359375,153.0
15,187.734375,155.0
15,189.09375,159.0
15,190.453125,160.5
15,191.8125,164.5
15,202.109375,238.75
15,202.03125,239.5
15,203.4375,229.25
15,205.03125,220.5
15,207.703125,219.5
15,208.734375,223.0
15,209.5,220.75
15,211.75,218.0
15,212.046875,215.75
15,214.46875,213.5
15,215.84375,211.5
15,217.203125,209.25
15,218.5625,206.5
15,219.921875,204.5
15,221.28125,202.75
15,222.390625,201.5
15,224.015625,200.5
15,225.375,199.5
15,226.734375,198.75
15,228.109375,198.0
15,229.46875,197.75
15,230.828125,198.0
15,232.1875,198.25
15,233.5625,198.75
15,234.953125,199.75
15,236.3125,201.0
15,237.0625,202.25
15,238.921875,204.0
15,240.421875,206.5
15,241.78125,209.5
15,243.140625,212.75
15,243.4375,216.75
15,245.859375,221.5
15,251.328125,306.5
15,252.125,318.0
15,253.40625,329.75
15,259.125,426.25
15,260.71875,412.25
15,262.34375,406.0
15,263.546875,405.0
15,264.9375,410.0
15,266.125,425.25
15,267.703125,1556.0
15,269.046875,1551.5
15,270.359375,1549.0
15,271.765625,1547.5
15,273.109375,1546.0
15,274.515625,1547.0
15,275.765625,1547.75
15,277.15625,1542.75
15,278.515625,1549.0
15,279.875,1558.25
15,281.234375,1558.25
15,282.53125,1565.5
15,283.875,1571.5
15,285.296875,1575.25
15,286.609375,1592.25
15,297.328125,663.0
15,301.40625,692.0
15,304.6875,1165.75
15,306.09375,1123.0
15,307.4375,1082.0
15,308.828125,1046.25
15,313.53125,742.75
13,314.90625,738.75
8,316.25,734.0
15,319.90625,355.75
15,322.921875,809.0
15,324.359375,792.0
15,325.703125,764.75
15,327.125,763.5
15,328.453125,750.5
15,331.453125,654.0
15,335.921875,558.5
15,337.484375,551.25
15,338.78125,546.25
15,340.234375,546.5
15,341.546875,541.75
8,342.953125,525.5
15,345.40625,562.0
15,346.609375,601.75
15,347.84375,642.25
15,349.390625,625.75
15,355.484375,270.5
15,356.125,615.0
15,358.9375,624.75
15,0.25,623.75
14,1.640625,634.75
15,3.890625,482.75
15,4.421875,621.75
15,5.859375,624.0
15,9.78125,627.5
15,11.125,630.75
15,13.25,472.5
15,15.109375,420.75
15,16.6875,418.25
15,17.6875,417.25
15,19.265625,416.5
15,20.625,416.25
15,21.734375,415.25
15,23.515625,415.0
15,24.609375,413.75
15,26.234375,414.25
15,27.1875,414.75
15,28.671875,417.25
15,30.015625,417.25
15,31.46875,418.0
15,36.421875,251.0
15,41.390625,156.75
15,43.65625,152.25
15,45.359375,149.5
15,45.890625,146.0
15,47.265625,143.0
15,49.765625,140.75
15,50.0,139.5
15,51.359375,138.25
15,52.71875,136.75
15,54.109375,135.5
15,55.46875,134.0
12,58.96875,132.25
15,164.65625,131.75
15,166.03125,133.75
15,167.390625,136.0
15,168.765625,137.25
15,170.90625,138.25
15,171.484375,139.0
15,172.609375,139.25
15,174.203125,139.25
15,175.578125,139.75
15,176.9375,140.0
15,179.4375,141.0
15,179.65625,142.0
15,182.09375,143.5
15,182.390625,145.5
15,183.75,147.75
15,185.109375,150.5
15,186.5625,153.25
15,201.046875,239.25
15,202.546875,239.5
15,205.1875,228.5
15,206.5625,220.0
15,207.59375,219.25
15,209.28125,222.25
15,210.53125,220.0
15,211.890625,217.5
15,213.25,215.25
15,214.609375,212.5
15,215.34375,210.75
15,217.328125,208.25
15,218.6875,206.0
15,220.046875,203.75
15,221.40625,202.25
15,222.765625,201.0
15,223.71875,200.25
15,225.484375,199.0
15,226.84375,198.5
15,228.203125,198.0
15,229.5625,197.75
15,230.921875,198.0
15,232.28125,198.25
15,233.015625,199.0
15,235.078125,200.0
15,236.453125,201.0
15,237.8125,202.5
15,239.171875,204.5
15,240.53125,207.25
15,241.890625,210.0
15,243.265625,213.5
15,243.515625,217.75
15,250.921875,307.0
15,252.734375,318.25
15,253.625,330.25
15,259.203125,429.0
15,260.8125,415.25
15,262.421875,408.25
15,263.40625,407.75
15,265.09375,412.5
14,266.203125,428.75
15,267.71875,1556.75
15,269.0625,1550.75
15,270.40625,1549.0
15,271.84375,1546.75
15,273.1875,1547.25
15,274.484375,1546.75
15,275.84375,1548.0
15,277.234375,1542.5
15,278.53125,1550.75
15,279.921875,1559.0
15,281.234375,1562.75
15,282.640625,1566.25
15,283.953125,1571.0
15,285.34375,1576.25
15,286.6875,1587.75
15,297.46875,663.0
15,301.40625,692.25
15,304.625,1165.75
15,306.046875,1123.75
15,307.46875,1082.0
15,308.84375,1046.25
15,313.46875,744.75
14,314.828125,738.75
9,316.203125,734.25
15,319.890625,355.5
15,322.796875,808.75
15,324.21875,792.5
15,325.640625,766.75
15,326.984375,766.0
15,328.484375,750.75
15,329.796875,748.75
15,331.34375,653.25
15,336.015625,560.0
15,337.140625,559.75
15,338.6875,545.5
15,340.0,545.5
15,341.359375,540.25
14,342.6875,544.5
8,349.21875,219.25
15,345.5625,557.75
15,346.703125,596.75
15,347.921875,636.0
15,349.25,625.0
15,356.171875,267.75
15,355.953125,619.5
15,357.328125,632.5
15,358.734375,625.0
15,0.171875,623.75
15,2.84375,630.0
15,4.28125,623.5
15,5.578125,623.75
15,9.75,627.0
15,11.0,631.0
15,15.046875,419.75
15,16.359375,419.25
15,17.640625,416.25
15,19.203125,416.75
15,20.203125,415.75
15,21.78125,415.25
15,23.046875,416.25
15,24.390625,415.0
15,25.875,414.5
15,27.3125,415.25
15,28.71875,415.75
15,29.78125,416.5
15,31.5,417.5
15,34.71875,249.5
15,41.46875,156.75
15,42.921875,152.0
15,44.296875,149.5
15,46.84375,146.5
15,47.03125,143.5
15,48.390625,141.0
15,49.75,139.75
15,51.125,138.5
15,53.625,137.25
15,55.625,136.0
15,56.953125,134.5
14,56.5625,132.75
7,57.921875,131.25
12,164.21875,131.25
15,165.71875,133.0
15,166.953125,135.0
15,170.140625,137.0
15,169.671875,138.0
15,171.03125,138.75
15,172.40625,139.0
15,173.765625,139.25
15,175.125,139.5
15,176.484375,140.0
15,177.84375,140.5
15,179.203125,141.25
15,180.5625,142.75
15,181.9375,144.5
15,183.296875,147.0
15,184.640625,149.25
15,186.0,152.25
15,187.484375,154.5
15,188.859375,157.5
15,190.21875,159.5
15,201.25,237.25
15,203.375,238.5
15,204.734375,235.0
15,206.109375,221.75
15,206.6875,219.0
15,208.828125,221.0
15,210.140625,221.5
15,211.171875,217.25
15,212.859375,215.75
15,213.4375,213.5
15,214.703125,211.5
15,216.0625,209.0
15,218.3125,206.5
15,219.671875,204.25
15,221.03125,202.75
15,222.390625,201.5
15,223.765625,200.25
15,225.125,199.25
15,226.484375,198.75
15,227.84375,198.0
15,229.203125,197.75
15,230.15625,198.0
15,231.9375,198.25
15,233.296875,198.75
15,234.71875,199.75
15,236.078125,200.75
15,237.4375,202.0
15,238.109375,204.25
15,240.171875,206.25
15,241.546875,209.0
15,241.875,212.75
15,244.265625,217.0
15,251.328125,304.0
15,251.90625,315.25
15,253.75,326.25
15,260.46875,421.25
15,261.65625,413.5
15,263.3125,410.75
15,264.421875,414.5
15,265.890625,424.5
15,270.03125,1549.0
15,271.4375,1547.5
15,272.796875,1547.75
15,274.171875,1547.25
15,275.515625,1547.0
15,276.859375,1547.75
15,278.234375,1549.5
15,279.578125,1549.75
15,280.90625,1557.5
15,282.28125,1564.75
15,283.65625,1572.75
15,284.984375,1576.75
15,286.375,1586.25
15,287.6875,1598.25
15,293.0625,655.75
11,298.171875,246.5
15,297.0625,664.25
15,298.546875,658.0
15,304.328125,1179.75
15,305.703125,1132.5
15,307.0625,1091.0
15,308.515625,1054.0
15,309.90625,1025.0
15,313.234375,740.75
12,314.421875,740.5
10,315.90625,736.25
15,318.578125,751.0
15,319.859375,790.5
15,324.578125,278.5
15,322.515625,809.75
15,323.9375,795.5
15,325.359375,779.0
15,326.796875,775.0
15,328.0625,755.5
15,329.609375,742.25
15,331.203125,656.5
15,335.65625,561.25
15,336.984375,560.5
15,338.375,549.25
15,339.671875,547.25
15,341.109375,541.75
15,342.46875,525.0
14,348.9375,217.0
15,345.125,551.0
15,346.390625,588.0
15,350.953125,352.5
15,354.625,266.75
15,354.46875,622.75
15,355.609375,632.5
15,357.0625,631.75
15,358.5,625.25
15,359.703125,624.5
15,1.15625,615.5
15,2.5,624.25
15,5.171875,623.5
15,10.65625,629.25
15,14.8125,419.0
15,16.03125,419.0
15,17.5625,416.75
15,18.84375,415.75
15,20.15625,415.75
15,21.34375,415.0
15,23.015625,413.5
15,24.140625,414.5
15,25.671875,415.0
15,26.75,414.5
15,28.484375,415.25
15,29.46875,417.0
15,30.796875,418.25
15,35.0625,248.5
7,39.28125,221.75
15,41.15625,157.25
15,42.578125,152.25
15,43.9375,149.5
15,45.296875,146.75
15,47.5,143.5
15,48.03125,141.25
15,49.375,139.75
15,50.75,138.75
15,52.515625,137.5
15,53.46875,136.25
15,54.828125,134.75
15,56.1875,133.25
8,59.21875,131.5
15,166.28125,132.5
15,168.46875,134.5
15,167.90625,136.25
15,169.265625,137.5
15,171.5,138.75
15,172.0,139.0
15,174.734375,139.25
15,175.671875,139.5
15,176.078125,139.75
15,178.265625,140.5
15,178.796875,141.25
15,180.171875,142.0
15,182.734375,143.75
15,182.890625,146.0
15,185.203125,148.5
15,185.609375,150.75
15,187.015625,154.0
15,188.390625,156.0
15,189.75,158.5
15,202.921875,240.25
15,204.484375,225.5
15,206.984375,219.25
15,208.34375,219.75
15,208.28125,222.5
15,210.34375,218.75
15,212.390625,216.0
15,212.578125,213.75
15,215.125,211.25
15,216.484375,209.25
15,217.84375,207.0
15,219.203125,204.75
15,220.5625,202.75
15,221.9375,201.75
15,223.296875,200.5
15,224.65625,199.5
15,226.015625,198.75
15,227.375,198.0
15,228.75,197.75
15,230.109375,198.0
